height,volume
0.0,0.0
0.25,163538.67193922
0.5,373859.42334446
0.75,619671.53956288
1.0,878120.78433098
1.25,1151120.6046743
1.5,1458823.6672494
1.75,1951612.3777158
2.0,2747978.3489237
2.25,4021595.0516469
2.5,5913419.03149
2.75,8478629.8170217
3.0,11749813.34777
3.5,19804540.880167
4.0,29792331.249862
4.5,41538027.245925
5.0,54473614.271013
5.5,68445040.934985
6.0,83552199.477852
6.5,99856642.62614
7.0,116935027.30321
