height,volume
0.0,0.0
0.25,29025.113417193
0.5,86081.205872858
0.75,162922.8472513
1.0,240764.29939517
1.25,333326.63095187
1.5,460765.80165592
1.75,806956.34679282
2.0,1436254.3047251
2.25,2680809.8360205
2.5,4777227.057544
2.75,7804647.1573718
3.0,11542531.465485
3.5,20524124.220332
4.0,31252406.109906
4.5,43443954.718463
5.0,57002663.967661
5.5,71910378.361275
6.0,88424141.273156
6.5,106785650.10732
7.0,126428418.63655
