height,volume
0.0,0.0
0.25,83450.695897783
0.5,177672.99708052
0.75,288796.33976919
1.0,409360.58550374
1.25,536712.95206785
1.5,684963.79309934
1.75,854948.58212045
2.0,1130939.9824302
2.25,1813305.7982163
2.5,2902996.8424994
2.75,4422403.5952953
3.0,6392479.3282144
3.5,11288627.728315
4.0,17195977.929635
4.5,23935368.428814
5.0,31833523.465753
5.5,41290323.191404
6.0,52219501.811034
6.5,64254817.465956
7.0,77812684.083887
