height,volume
0.0,0.0
0.25,178512.35032691
0.5,404709.5206711
0.75,678062.16109191
1.0,968166.13004708
1.25,1278338.8908307
1.5,1621104.5044012
1.75,2151123.20549
2.0,2978265.65629
2.25,4287825.2512101
2.5,6352096.5035543
2.75,9061333.3005428
3.0,12580477.428134
3.5,21467195.753279
4.0,32431808.93516
4.5,45553749.569747
5.0,60403814.737825
5.5,76641709.314016
6.0,94118941.987073
6.5,112687854.9465
7.0,132168224.12395
