height,volume
0.0,0.0
0.25,58621.461564244
0.5,159209.35801936
0.75,293593.30389798
1.0,436269.26234325
1.25,588499.79735769
1.5,771217.81087665
1.75,1137019.9777277
2.0,1821917.787975
2.25,3092146.7098079
2.5,5280179.5512896
2.75,8375421.2352771
3.0,12206405.711001
3.5,21513093.915631
4.0,32698217.120774
4.5,45331170.703582
5.0,59114494.780602
5.5,74052052.303274
6.0,90412332.639382
6.5,108125502.53716
7.0,126701164.31758
