height,volume
0.0,0.0
0.25,8090.8837527792
0.5,23863.65866927
0.75,44345.787572161
1.0,60061.673948685
1.25,86305.377291919
1.5,126972.68749503
1.75,225865.15839777
2.0,425222.598565
2.25,1031749.8891017
2.5,2151314.785301
2.75,3782151.9538623
3.0,5763133.110263
3.5,10491713.011681
4.0,16039383.063243
4.5,22284057.702007
5.0,29203456.487476
5.5,36759684.70094
6.0,45076800.842859
6.5,54258450.629741
7.0,64104863.490619
