height,volume
0.0,0.0
0.25,197279.5763354
0.5,417726.61231346
0.75,671131.63465875
1.0,941337.02819754
1.25,1227546.7900432
1.5,1541933.7067333
1.75,1898074.7448191
2.0,2331495.6623558
2.25,3050225.3614476
2.5,4452475.8239636
2.75,6488453.2413502
3.0,9344890.5594206
3.5,17009659.896699
4.0,26920054.901632
4.5,39151715.828937
5.0,53736786.101206
5.5,70626449.786101
6.0,89575524.954017
6.5,109955239.19366
7.0,132146733.8078
