height,volume
0.0,0.0
0.25,106736.14003749
0.5,229420.71956693
0.75,384532.43314237
1.0,553672.84997831
1.25,734162.42889288
1.5,937574.36455814
1.75,1173993.1294389
2.0,1521358.3137389
2.25,2313031.4282275
2.5,3834802.9602411
2.75,6047976.893129
3.0,9077118.8888823
3.5,17049052.299435
4.0,26936876.456602
4.5,38599663.014041
5.0,52435597.947807
5.5,68671145.852642
6.0,87071147.730403
6.5,107001772.34163
7.0,128972950.98102
