height,volume
0.0,0.0
0.25,33.980041107283
0.5,223.57950803161
0.75,496.42351114533
1.0,848.46300468994
1.25,1012.1850761904
1.5,1349.532657151
1.75,2212.4971095414
2.0,21487.452517058
2.25,146211.36831889
2.5,356945.44521023
2.75,651904.411771
3.0,1014111.178529
3.5,1936972.1668805
4.0,3181212.4795722
4.5,4757943.4188589
5.0,6695329.0233382
5.5,8859018.143246
6.0,11175951.136515
6.5,13863291.968462
7.0,16914148.179253
