height,volume
0.0,0.0
0.25,2839.0654633391
0.5,5849.989387616
0.75,8987.6395107485
1.0,12138.869858313
1.25,15049.784064608
1.5,18966.840384067
1.75,24664.400398966
2.0,45943.237133907
2.25,97864.729393245
2.5,188877.73307747
2.75,332288.1217727
3.0,508077.01217733
3.5,996331.34177779
4.0,1605099.0284657
4.5,2248538.0458198
5.0,2935172.1509904
5.5,3661189.4666821
6.0,4496924.0917514
6.5,5417168.8437749
7.0,6387314.2300249
