height,volume
0.0,0.0
0.25,4865.5802584135
0.5,9865.3741733237
0.75,25051.305132231
1.0,42688.146030347
1.25,60138.644557893
1.5,77934.068395891
1.75,96038.807584435
2.0,114767.32636536
2.25,142412.4169266
2.5,235319.62643959
2.75,396019.83382112
3.0,617502.55918843
3.5,1199701.8899771
4.0,1869806.6485463
4.5,2701479.6274826
5.0,3938480.221788
5.5,5774027.2098061
6.0,8262144.2697278
6.5,11220617.371489
7.0,14557466.640189
