height,volume
0.0,0.0
0.25,17506.464749542
0.5,36489.969427195
0.75,55708.853576447
1.0,75112.698377042
1.25,94716.645098993
1.5,116056.52909632
1.75,146972.53875131
2.0,184729.16587108
2.25,235515.24924164
2.5,401345.01399758
2.75,626149.52081617
3.0,913465.47426106
3.5,1598794.0607622
4.0,2525262.9732101
4.5,3618659.1171054
5.0,4839517.6806925
5.5,6284277.3666395
6.0,8109528.101905
6.5,10285724.575715
7.0,12899791.431598
