height,volume
0.0,0.0
0.25,8237.0732421527
0.5,16473.556954274
0.75,29104.721353592
1.0,44450.83749466
1.25,60118.007660728
1.5,75771.641012005
1.75,92068.690190578
2.0,192631.89310641
2.25,480878.5485168
2.5,853856.44655493
2.75,1341395.6621196
3.0,1971098.9619521
3.5,3553484.5220504
4.0,5456906.1293015
4.5,7538395.8829867
5.0,9763123.986496
5.5,12267128.407945
6.0,14969821.56716
6.5,17800340.852451
7.0,20796554.253256
