height,volume
0.0,0.0
0.25,3100.8951787548
0.5,7159.542548392
0.75,11938.199915653
1.0,18641.610245933
1.25,30058.485369211
1.5,49137.039342738
1.75,107557.71854423
2.0,266128.40511025
2.25,839322.74745378
2.5,1911656.3080031
2.75,3499951.5036687
3.0,5427096.1789684
3.5,10067404.782179
4.0,15571172.336021
4.5,21785314.89542
5.0,28668558.746961
5.5,36146092.613544
6.0,44358113.506595
6.5,53383733.668096
7.0,63113422.781386
