height,volume
0.0,0.0
0.25,50886.864831103
0.5,137393.08305548
0.75,252124.89824813
1.0,369730.84615182
1.25,491651.94324301
1.5,630368.94845697
1.75,830047.62184594
2.0,1314901.398179
2.25,2255556.3753306
2.5,3864258.902038
2.75,6441337.1736678
3.0,9685174.4077397
3.5,17716207.322056
4.0,27681563.682643
4.5,39437553.576489
5.0,52375890.565483
5.5,66522227.320246
6.0,81875742.550757
6.5,98197520.746753
7.0,115305158.68131
