height,volume
0.0,0.0
0.25,45020.090352166
0.5,125744.32839325
0.75,234810.92714369
1.0,346570.15098468
1.25,462060.06285345
1.5,594277.358038
1.75,788154.81668424
2.0,1310764.881851
2.25,2510648.8470793
2.5,4624312.2096761
2.75,7649205.8232516
3.0,11401850.2587
3.5,20468120.502185
4.0,31344759.992248
4.5,43685615.919887
5.0,57305375.232914
5.5,72365452.763616
6.0,89028444.143749
6.5,107167395.07587
7.0,126527922.19729
