height,volume
0.0,0.0
0.25,53266.832227172
0.5,108564.23660725
0.75,179265.48372326
1.0,256765.06575488
1.25,336148.87730235
1.5,426631.06542578
1.75,539242.56469335
2.0,779849.59010781
2.25,1432856.2791262
2.5,2541394.6129831
2.75,4068033.7257057
3.0,6050883.7489248
3.5,10998631.671441
4.0,16941090.568395
4.5,23687561.745205
5.0,31480123.001201
5.5,40910223.572906
6.0,51766124.401022
6.5,63726118.96221
7.0,77151457.283498
