height,volume
0.0,0.0
0.25,50766.802143041
0.5,103994.49294207
0.75,187475.10388491
1.0,276808.25396878
1.25,368451.11029837
1.5,470934.62582739
1.75,593611.01555146
2.0,768604.63722882
2.25,1162644.9923628
2.5,2335548.1468932
2.75,4421005.1018507
3.0,7130267.5045286
3.5,14827046.17557
4.0,24780508.62898
4.5,37031247.231213
5.0,51533836.217268
5.5,68369626.047102
6.0,87264610.836239
6.5,107575148.92219
7.0,129654361.2835
