height,volume
0.0,0.0
0.25,43199.653941608
0.5,120409.91413954
0.75,244170.11560714
1.0,370948.13918911
1.25,504257.54343138
1.5,651785.22767553
1.75,856550.77691886
2.0,1361924.6773517
2.25,2337462.0708548
2.5,4140444.1491947
2.75,6876836.948993
3.0,10231282.001317
3.5,19081870.284697
4.0,30048448.323755
4.5,43167590.404717
5.0,58019008.61764
5.5,74399513.018843
6.0,92123611.251794
6.5,110690280.13372
7.0,130192486.47297
