height,volume
0.0,0.0
0.25,46332.121207553
0.5,110360.50728328
0.75,220989.79699648
1.0,337052.39009345
1.25,455130.27645214
1.5,575573.4866424
1.75,709378.09443846
2.0,928163.3795525
2.25,1381279.9123247
2.5,2622173.1125791
2.75,4764036.8045111
3.0,7519841.8072893
3.5,15192507.526049
4.0,25046198.50774
4.5,37111903.734753
5.0,51180408.855599
5.5,67157122.840076
6.0,85106872.055486
6.5,104413982.32519
7.0,125173309.85677
