0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1.0,1.1079863957876397,1.2276338532504842,1.3602016084098965,1.5070848776466317,1.6698295417297473,1.850148415520869,2.04993927458518,2.2713048284311625,2.516574850588507,2.516574850588507,2.271304828431162,2.04993927458518,1.8501484155208692,1.6698295417297473,1.5070848776466317,1.3602016084098962,1.2276338532504842,1.10798639578764,1.0
1.0,1.0138149261773428,1.0278207045399712,1.0420199716967355,1.056415400681043,1.0710097014540596,1.0858056214148655,1.1008059459176558,1.1160134987960884,1.1314311428948745,1.1314311428948745,1.1160134987960884,1.1008059459176558,1.0858056214148655,1.0710097014540596,1.0564154006810427,1.0420199716967353,1.0278207045399712,1.0138149261773428,1.0
1.0,1.0098888656434042,1.0198755209505215,1.029960932950198,1.0401460782340974,1.0504319430512683,1.0608195234036422,1.0713098251424806,1.0819038640657734,1.0926026660165995,1.0926026660165995,1.0819038640657734,1.0713098251424806,1.0608195234036422,1.050431943051268,1.0401460782340974,1.029960932950198,1.0198755209505215,1.009888865643404,1.0
1.0,1.0284546475988499,1.0577189621676744,1.0878159824947768,1.1187694029290622,1.1506035920337843,1.1833436117710765,1.2170152372323726,1.2516449769302505,1.2872600936676712,1.2872600936676712,1.2516449769302505,1.2170152372323726,1.1833436117710765,1.1506035920337843,1.1187694029290622,1.0878159824947768,1.0577189621676744,1.0284546475988499,1.0
1.0,0.9979354583495199,0.9958751790312664,0.993819153245477,0.9917673722105569,0.989719827163041,0.987676509357557,0.9856374100667875,0.9836025205814333,0.9815718322101757,0.9815718322101757,0.9836025205814335,0.9856374100667875,0.9876765093575571,0.989719827163041,0.9917673722105571,0.9938191532454771,0.9958751790312664,0.9979354583495199,1.0
1.0,1.063753377290735,1.1315712476974449,1.2037127363832478,1.280453488615552,1.3620867229784974,1.4489243517312462,1.541298172592902,1.6395611365077378,1.744088696234742,1.744088696234742,1.6395611365077378,1.541298172592902,1.4489243517312462,1.3620867229784972,1.280453488615552,1.2037127363832478,1.1315712476974449,1.0637533772907348,1.0
1.0,1.0527194729093154,1.1082182886424667,1.166642972688161,1.2281477752816379,1.2928950786492341,1.3610558257226695,1.4328099714549218,1.5083469579292363,1.587866214515635,1.587866214515635,1.5083469579292363,1.4328099714549216,1.3610558257226695,1.292895078649234,1.2281477752816379,1.166642972688161,1.1082182886424667,1.0527194729093154,1.0
1.0,1.015009849150371,1.0302449938722589,1.0457088158182064,1.0614047473988508,1.0773362725447952,1.0935069274799156,1.1099203015062749,1.1265800378008184,1.143489834224028,1.143489834224028,1.1265800378008184,1.1099203015062749,1.0935069274799156,1.0773362725447952,1.0614047473988508,1.0457088158182064,1.0302449938722589,1.015009849150371,1.0
1.0,1.040234339909545,1.0820874819270467,1.1256245574867632,1.1709133185432168,1.218024243006098,1.2670306444172716,1.3180087860405658,1.3710379995418889,1.4262008084443598,1.4262008084443598,1.3710379995418889,1.318008786040566,1.2670306444172716,1.218024243006098,1.170913318543217,1.1256245574867634,1.082087481927047,1.040234339909545,1.0000000000000002
1.0,1.0474763981594897,1.0972068047011778,1.1492982318244724,1.2038627722825688,1.2610178405888433,1.3208864256748591,1.383597355543664,1.4492855744878719,1.518092433469063,1.518092433469063,1.4492855744878719,1.383597355543664,1.3208864256748591,1.261017840588843,1.2038627722825688,1.1492982318244727,1.097206804701178,1.04747639815949,1.0
