height,volume
0.0,0.0
0.25,7929.6353574207
0.5,19121.193387773
0.75,33076.017488214
1.0,47026.112884529
1.25,61112.705576702
1.5,76188.458160263
1.75,97497.899100376
2.0,126862.22264039
2.25,175140.73219065
2.5,322848.33275095
2.75,691287.55852528
3.0,1249389.9012329
3.5,2807521.1482319
4.0,4929620.4811606
4.5,7415502.8882636
5.0,10226302.793261
5.5,13353678.353986
6.0,16816781.961354
6.5,20583958.117236
7.0,24530324.846995
