height,volume
0.0,0.0
0.25,7590.4334846939
0.5,15388.637855413
0.75,25231.46311397
1.0,37106.978342422
1.25,49601.069640785
1.5,63142.608027678
1.75,77178.003585784
2.0,156856.32749053
2.25,438013.2488632
2.5,799715.74770462
2.75,1276587.6515553
3.0,1892014.9299525
3.5,3437732.5830509
4.0,5298111.5853192
4.5,7351748.3201125
5.0,9543808.3408975
5.5,11998586.536814
6.0,14653682.305509
6.5,17436876.276103
7.0,20380361.04119
