height,volume
0.0,0.0
0.25,1594.7729518471
0.5,4849.7287050311
0.75,9416.3969244558
1.0,13415.347909403
1.25,18379.980243617
1.5,28053.582095045
1.75,41421.055678315
2.0,72679.734190156
2.25,207818.41618644
2.5,431739.51481647
2.75,741698.91851294
3.0,1118101.9765043
3.5,2060530.2102583
4.0,3308257.238629
4.5,4888979.9525692
5.0,6819169.3741182
5.5,9004728.9270737
6.0,11382464.009796
6.5,14160526.954534
7.0,17263875.607642
