height,volume
0.0,0.0
0.25,14743.034790883
0.5,31455.701689584
0.75,49401.087414372
1.0,69631.388369237
1.25,90466.021798369
1.5,113895.34989548
1.75,140417.14575798
2.0,193872.28786668
2.25,326986.84947193
2.5,571704.79990355
2.75,892602.39920909
3.0,1287564.3060166
3.5,2375777.5974953
4.0,3885601.9933712
4.5,5723479.7178512
5.0,7763152.5037018
5.5,9909330.3146487
6.0,12105512.796059
6.5,14320324.299658
7.0,16564987.346487
