height,volume
0.0,0.0
0.25,105707.47416669
0.5,217932.96163971
0.75,332781.64604156
1.0,451193.4450811
1.25,574770.46533872
1.5,702920.58595897
1.75,840566.43542241
2.0,989601.5208116
2.25,1151022.3640226
2.5,1329310.382664
2.75,1579895.7532192
3.0,2021793.744504
3.5,3117886.358924
4.0,4539103.9200912
4.5,6472449.666161
5.0,8585503.0554081
5.5,10817971.87959
6.0,13143038.756967
6.5,15516093.22261
7.0,17930899.931737
