height,volume
0.0,0.0
0.25,1016.4388012736
0.5,15135.561711342
0.75,39114.22658155
1.0,63769.285122497
1.25,92598.004347595
1.5,131851.01810153
1.75,205101.25296208
2.0,315113.5240706
2.25,500844.54871852
2.5,788220.84199487
2.75,1168919.0392816
3.0,1623153.5832105
3.5,2692789.5030401
4.0,3919087.611801
4.5,5289398.3466224
5.0,6823440.1876394
5.5,8530431.7521078
6.0,10454407.071926
6.5,12559434.042038
7.0,14801852.913159
