height,volume
0.0,0.0
0.25,780.42579743893
0.5,3557.0737250631
0.75,19039.40499125
1.0,36497.888678234
1.25,55127.045879386
1.5,74274.635572184
1.75,95570.426838691
2.0,119647.31284707
2.25,153428.88777148
2.5,237141.24476623
2.75,368058.49940828
3.0,553647.55088433
3.5,1275918.4592241
4.0,2310714.2184306
4.5,3743198.8381064
5.0,5778171.4703026
5.5,8307616.430077
6.0,11192264.824776
6.5,14248394.90974
7.0,17542988.544712
